Awmir, 1, 0, AmirReza, 2, 2
AmirReza, 3, 0, Awmir, 3, 0
Awmir, 4, 1, AmirReza, 4, 0
Awmir, 2, 0, AmirReza, 2, 1
Awmir, 2, 0, AmirReza, 3, 2
Awmir, 2, 0, AmirReza, 3, 1
